mouse_ensembl_gene,times_equal_or_more_extreme,p,mouse_symbol,q,aPD1_H_21,aPD1_S_69,aPD1_90,untreated_H_79,untreated_S_27,untreated_106
ENSMUSG00000038533,1000000,1.0,Cbfa2t2,1.0,1,0,1,0,1,1
ENSMUSG00000038534,1000000,1.0,Osbpl7,1.0,0,0,0,0,0,0
ENSMUSG00000038535,718555,0.7185552814447186,Zfp280d,1.0,0,1,1,0,0,0
ENSMUSG00000038537,1000000,1.0,Mc3r,1.0,0,0,0,0,0,0
ENSMUSG00000038538,1000000,1.0,Ubn2,1.0,0,0,0,0,0,0
ENSMUSG00000038539,1000000,1.0,Atf5,1.0,0,0,0,1,0,1
ENSMUSG00000038540,1000000,1.0,Tmc3,1.0,0,0,0,0,0,0
ENSMUSG00000038541,1000000,1.0,Srd5a2,1.0,0,0,0,0,0,0
ENSMUSG00000038542,1000000,1.0,Pcid2,1.0,0,0,0,0,0,0
ENSMUSG00000038543,1000000,1.0,BC028528,1.0,0,0,0,0,0,0
ENSMUSG00000038544,718444,0.7184442815557185,Inip,1.0,0,1,1,0,0,0
ENSMUSG00000038545,1000000,1.0,Cul7,1.0,0,0,0,0,0,0
ENSMUSG00000038546,719131,0.7191312808687191,Ranbp9,1.0,0,1,1,0,0,0
ENSMUSG00000038550,1000000,1.0,Ciart,1.0,0,0,0,0,0,0
ENSMUSG00000038552,1000000,1.0,Fndc4,1.0,0,0,0,0,0,0
ENSMUSG00000038555,1000000,1.0,Reep2,1.0,0,0,0,0,0,0
ENSMUSG00000038560,1000000,1.0,Sp6,1.0,0,0,0,0,0,0
ENSMUSG00000038563,1000000,1.0,Efl1,1.0,0,0,0,1,0,1
ENSMUSG00000038564,1000000,1.0,Ift172,1.0,0,0,0,0,0,0
ENSMUSG00000038567,1000000,1.0,Cyp24a1,1.0,0,0,0,0,0,0
ENSMUSG00000038569,1000000,1.0,Rad9b,1.0,0,0,0,0,1,1
ENSMUSG00000038570,1000000,1.0,Saxo2,1.0,0,0,0,0,0,0
ENSMUSG00000038576,1000000,1.0,Susd4,1.0,0,0,0,0,0,0
ENSMUSG00000038578,1000000,1.0,Susd1,1.0,0,0,0,0,0,0
ENSMUSG00000038580,1000000,1.0,Sct,1.0,0,0,0,0,0,0
ENSMUSG00000038582,1000000,1.0,Pptc7,1.0,0,0,0,0,0,0
ENSMUSG00000038583,1000000,1.0,Pln,1.0,0,0,0,0,0,0
ENSMUSG00000038587,1000000,1.0,Akap12,1.0,0,0,0,0,0,0
ENSMUSG00000038591,1000000,1.0,Colec10,1.0,0,0,0,0,0,0
ENSMUSG00000038593,1000000,1.0,Tctn1,1.0,0,0,0,0,0,0
ENSMUSG00000038594,514805,0.5148054851945149,Cep85l,1.0,0,2,2,0,0,0
ENSMUSG00000038598,718776,0.7187762812237187,Shoc1,1.0,0,1,1,0,0,0
ENSMUSG00000038599,1000000,1.0,Capn8,1.0,0,0,0,0,0,0
ENSMUSG00000038600,209677,0.20967779032220968,Atp6v0a4,1.0,1,0,1,0,0,0
ENSMUSG00000038602,1000000,1.0,Slc35f1,1.0,0,2,2,0,2,2
ENSMUSG00000038604,1000000,1.0,Ripor1,1.0,0,0,0,0,0,0
ENSMUSG00000038605,1000000,1.0,Samd10,1.0,0,0,0,0,0,0
ENSMUSG00000038607,1000000,1.0,Gng10,1.0,0,0,0,0,0,0
ENSMUSG00000038608,1000000,1.0,Dock10,1.0,0,1,1,1,0,1
ENSMUSG00000038611,1000000,1.0,Phrf1,1.0,0,0,0,0,0,0
ENSMUSG00000038612,1000000,1.0,Mcl1,1.0,0,0,0,0,0,0
ENSMUSG00000038615,1000000,1.0,Nfe2l1,1.0,0,0,0,0,0,0
ENSMUSG00000038618,1000000,1.0,Rassf7,1.0,0,0,0,0,0,0
ENSMUSG00000038619,1000000,1.0,Ensa,1.0,0,0,0,0,0,0
ENSMUSG00000038622,1000000,1.0,Med30,1.0,0,0,0,0,0,0
ENSMUSG00000038623,1000000,1.0,Tm6sf1,1.0,0,0,0,0,0,0
ENSMUSG00000038628,1000000,1.0,Polr3k,1.0,0,0,0,0,0,0
ENSMUSG00000038630,1000000,1.0,Zkscan16,1.0,0,0,0,0,0,0
ENSMUSG00000038633,1000000,1.0,Degs1,1.0,0,0,0,0,0,0
ENSMUSG00000038637,1000000,1.0,Lrrc56,1.0,0,0,0,0,0,0
ENSMUSG00000038641,1000000,1.0,Akr1d1,1.0,0,0,0,0,0,0
ENSMUSG00000038642,1000000,1.0,Ctss,1.0,0,0,0,0,0,0
ENSMUSG00000038644,1000000,1.0,Pold1,1.0,0,0,0,0,0,0
ENSMUSG00000038646,1000000,1.0,Ramac,1.0,0,0,0,0,0,0
ENSMUSG00000038648,719291,0.7192912807087193,Creb3l2,1.0,0,1,1,0,0,0
ENSMUSG00000038650,1000000,1.0,Rnh1,1.0,0,0,0,0,0,0
ENSMUSG00000038651,1000000,1.0,Sycp2l,1.0,0,0,0,0,0,0
ENSMUSG00000038658,1000000,1.0,Ric1,1.0,0,0,0,0,0,0
ENSMUSG00000038663,1000000,1.0,Fsd2,1.0,0,0,0,0,0,0
ENSMUSG00000038664,1000000,1.0,Herc1,1.0,0,1,1,0,1,1
ENSMUSG00000038665,1000000,1.0,Dgki,1.0,0,0,0,0,0,0
ENSMUSG00000038668,1000000,1.0,Lpar1,1.0,0,0,0,0,0,0
ENSMUSG00000038670,1000000,1.0,Mybpc2,1.0,0,0,0,0,0,0
ENSMUSG00000038671,1000000,1.0,Arfrp1,1.0,0,0,0,0,0,0
ENSMUSG00000038676,1000000,1.0,Ucn,1.0,0,0,0,0,0,0
ENSMUSG00000038677,1000000,1.0,Scube3,1.0,0,0,0,0,0,0
ENSMUSG00000038679,366774,0.3667746332253668,Trps1,1.0,0,3,3,0,0,0
ENSMUSG00000038683,1000000,1.0,Pak1ip1,1.0,0,0,0,0,0,0
ENSMUSG00000038685,1000000,1.0,Rtel1,1.0,0,0,0,0,0,0
ENSMUSG00000038690,1000000,1.0,Atp5j2,1.0,0,0,0,0,0,0
ENSMUSG00000038691,1000000,1.0,Mbd3l1,1.0,0,0,0,0,0,0
ENSMUSG00000038692,1000000,1.0,Hoxb4,1.0,0,0,0,0,0,0
ENSMUSG00000038695,1000000,1.0,Josd2,1.0,0,0,0,0,0,0
ENSMUSG00000038696,1000000,1.0,Mapkap1,1.0,0,0,0,0,0,0
ENSMUSG00000038697,1000000,1.0,Taf5l,1.0,0,0,0,0,0,0
ENSMUSG00000038700,719334,0.7193342806657194,Hoxb5,1.0,0,1,1,0,0,0
ENSMUSG00000038702,1000000,1.0,Dsel,1.0,0,0,0,0,0,0
ENSMUSG00000038704,1000000,1.0,Aspdh,1.0,0,0,0,0,0,0
ENSMUSG00000038705,1000000,1.0,Gmeb2,1.0,0,0,0,0,0,0
ENSMUSG00000038708,717995,0.717995282004718,Golga4,1.0,0,1,1,0,0,0
ENSMUSG00000038709,1000000,1.0,Txndc8,1.0,0,0,0,0,0,0
ENSMUSG00000038712,1000000,1.0,Mindy1,1.0,0,0,0,0,0,0
ENSMUSG00000038717,1000000,1.0,Atp5l,1.0,0,0,0,0,0,0
ENSMUSG00000038718,1000000,1.0,Pbx3,1.0,0,0,0,1,0,1
ENSMUSG00000038721,1000000,1.0,Hoxb7,1.0,0,0,0,0,0,0
ENSMUSG00000038722,719021,0.719021280978719,Bud31,1.0,0,1,1,0,0,0
ENSMUSG00000038725,1000000,1.0,Pkhd1l1,1.0,0,0,0,0,0,0
ENSMUSG00000038729,1000000,1.0,Pakap,1.0,0,0,0,0,0,0
ENSMUSG00000038732,1000000,1.0,Mboat1,1.0,0,0,0,0,0,0
ENSMUSG00000038733,1000000,1.0,Wdr26,1.0,0,0,0,0,0,0
ENSMUSG00000038736,1000000,1.0,Nudcd1,1.0,0,0,0,0,0,0
ENSMUSG00000038738,1000000,1.0,Shank1,1.0,0,0,0,1,0,1
ENSMUSG00000038740,718501,0.7185012814987185,Mvb12b,1.0,0,1,1,0,0,0
ENSMUSG00000038742,1000000,1.0,Angptl6,1.0,0,0,0,0,0,0
ENSMUSG00000038745,1000000,1.0,Nlrp6,1.0,0,0,0,0,0,0
ENSMUSG00000038751,1000000,1.0,Ptk6,1.0,0,0,0,0,0,0
ENSMUSG00000038754,1000000,1.0,Elovl3,1.0,0,0,0,0,0,0
ENSMUSG00000038756,1000000,1.0,Ttll6,1.0,0,0,0,0,0,0
ENSMUSG00000038759,1000000,1.0,Nup205,1.0,0,0,0,0,0,0
ENSMUSG00000038760,718537,0.7185372814627186,Trhr,1.0,0,1,1,0,0,0
ENSMUSG00000038762,1000000,1.0,Abcf1,1.0,0,0,0,0,0,0
ENSMUSG00000038763,1000000,1.0,Alpk3,1.0,0,0,0,0,0,0
ENSMUSG00000038764,1000000,1.0,Ptpn3,1.0,0,0,0,0,0,0
ENSMUSG00000038765,108627,0.10862789137210863,Lmx1b,1.0,1,2,3,0,0,0
ENSMUSG00000038766,1000000,1.0,Gabpb2,1.0,0,0,0,0,0,0
ENSMUSG00000038770,1000000,1.0,Kpna7,1.0,1,0,1,1,0,1
ENSMUSG00000038773,1000000,1.0,Kdm3b,1.0,0,0,0,0,0,0
ENSMUSG00000038774,30559,0.03055996944003056,Ascc3,1.0,0,10,10,0,0,0
ENSMUSG00000038775,1000000,1.0,Vill,1.0,0,0,0,0,0,0
ENSMUSG00000038776,1000000,1.0,Ephx1,1.0,0,0,0,0,0,0
ENSMUSG00000038777,1000000,1.0,Sema6c,1.0,0,0,0,0,0,0
ENSMUSG00000038780,1000000,1.0,Smurf1,1.0,0,0,0,0,0,0
ENSMUSG00000038781,1000000,1.0,Stap2,1.0,0,0,0,0,0,0
ENSMUSG00000038784,718847,0.7188472811527189,Cnot4,1.0,0,1,1,0,0,0
ENSMUSG00000038791,1000000,1.0,Scgb3a2,1.0,0,0,0,0,0,0
ENSMUSG00000038793,1000000,1.0,Lefty1,1.0,0,0,0,0,0,0
ENSMUSG00000038797,1000000,1.0,Zscan2,1.0,0,0,0,0,0,0
ENSMUSG00000038801,1000000,1.0,Scgb1c1,1.0,0,0,0,0,0,0
ENSMUSG00000038803,1000000,1.0,Ost4,1.0,0,0,0,0,0,0
ENSMUSG00000038805,1000000,1.0,Six3,1.0,0,0,0,0,0,0
ENSMUSG00000038806,718860,0.7188602811397189,Sde2,1.0,0,1,1,0,0,0
ENSMUSG00000038807,1000000,1.0,Rap1gap2,1.0,0,0,0,0,1,1
ENSMUSG00000038811,1000000,1.0,Gngt2,1.0,0,0,0,0,0,0
ENSMUSG00000038812,1000000,1.0,Trmt112,1.0,0,0,0,0,0,0
ENSMUSG00000038816,719157,0.7191572808427191,Ctnnal1,1.0,0,1,1,0,0,0
ENSMUSG00000038822,90446,0.09044690955309044,Hace1,1.0,0,7,7,0,0,0
ENSMUSG00000038827,719157,0.7191572808427191,Abitram,1.0,0,1,1,0,0,0
ENSMUSG00000038828,1000000,1.0,Tmem214,1.0,0,0,0,0,0,0
ENSMUSG00000038831,718243,0.7182432817567183,Ralgps1,1.0,0,1,1,0,0,0
ENSMUSG00000038836,1000000,1.0,Agbl3,1.0,0,0,0,1,0,1
ENSMUSG00000038838,1000000,1.0,Vars2,1.0,0,0,0,0,0,0
ENSMUSG00000038840,1000000,1.0,Birc7,1.0,0,0,0,0,0,0
ENSMUSG00000038843,719083,0.7190832809167191,Gcnt1,1.0,0,1,1,0,0,0
ENSMUSG00000038844,150507,0.15050784949215051,Kif16b,1.0,1,1,2,0,0,0
ENSMUSG00000038845,1000000,1.0,Phb,1.0,0,0,0,0,0,0
ENSMUSG00000038848,1000000,1.0,Ythdf1,1.0,0,0,0,0,0,0
ENSMUSG00000038855,1000000,1.0,Itpkb,1.0,0,0,0,0,0,0
ENSMUSG00000038859,1000000,1.0,Baiap2l1,1.0,0,0,0,0,0,0
ENSMUSG00000038860,1000000,1.0,Garnl3,1.0,0,0,0,0,0,0
ENSMUSG00000038861,1000000,1.0,Pi4kb,1.0,0,0,0,0,0,0
ENSMUSG00000038866,1000000,1.0,Zcchc2,1.0,0,0,0,0,0,0
ENSMUSG00000038871,1000000,1.0,Bpgm,1.0,0,0,0,1,0,1
ENSMUSG00000038872,690121,0.6901213098786901,Zfhx3,1.0,2,2,4,3,0,3
ENSMUSG00000038876,366873,0.3668736331263669,Rnf146,1.0,0,3,3,0,0,0
ENSMUSG00000038879,719151,0.7191512808487192,Nipal2,1.0,0,1,1,0,0,0
ENSMUSG00000038880,1000000,1.0,Mrps34,1.0,0,0,0,0,0,0
ENSMUSG00000038884,1000000,1.0,Shfl,1.0,0,0,0,0,0,0
ENSMUSG00000038886,1000000,1.0,Man2a2,1.0,0,0,0,0,0,0
ENSMUSG00000038888,1000000,1.0,Ctu1,1.0,0,0,0,0,0,0
ENSMUSG00000038893,1000000,1.0,Fam117a,1.0,0,0,0,0,0,0
ENSMUSG00000038894,1000000,1.0,Irs2,1.0,0,0,0,0,0,0
ENSMUSG00000038895,1000000,1.0,Zfp653,1.0,0,0,0,0,0,0
ENSMUSG00000038900,1000000,1.0,Rpl12,1.0,0,0,0,0,0,0
ENSMUSG00000038902,1000000,1.0,Pogz,1.0,0,0,0,0,0,0
ENSMUSG00000038903,1000000,1.0,Ccdc68,1.0,0,0,0,0,0,0
ENSMUSG00000038909,1000000,1.0,Kat7,1.0,0,0,0,0,0,0
ENSMUSG00000038910,831191,0.8311911688088311,Plcl2,1.0,0,2,2,0,1,1
ENSMUSG00000038914,1000000,1.0,Dido1,1.0,0,0,0,0,0,0
ENSMUSG00000038916,515507,0.5155074844925155,Soga3,1.0,0,2,2,0,0,0
ENSMUSG00000038930,1000000,1.0,Rccd1,1.0,0,0,0,0,0,0
ENSMUSG00000038932,1000000,1.0,Tcfl5,1.0,0,0,0,0,0,0
ENSMUSG00000038936,1000000,1.0,Sccpdh,1.0,0,0,0,0,0,0
ENSMUSG00000038943,1000000,1.0,Prc1,1.0,0,0,0,0,0,0
ENSMUSG00000038949,1000000,1.0,Cnst,1.0,0,0,0,0,0,0
ENSMUSG00000038954,1000000,1.0,Supt3,1.0,0,0,0,1,0,1
ENSMUSG00000038957,1000000,1.0,Edc3,1.0,0,0,0,0,0,0
ENSMUSG00000038963,1000000,1.0,Slco4a1,1.0,0,0,0,0,0,0
ENSMUSG00000038965,718736,0.7187362812637187,Ube2l3,1.0,0,1,1,0,0,0
ENSMUSG00000038967,1000000,1.0,Pdk2,1.0,0,0,0,0,0,0
ENSMUSG00000038970,1000000,1.0,Lmtk2,1.0,0,0,0,0,0,0
ENSMUSG00000038973,1000000,1.0,Cldnd2,1.0,0,0,0,0,0,0
ENSMUSG00000038975,1000000,1.0,Rabggtb,1.0,0,0,0,1,0,1
ENSMUSG00000038976,1000000,1.0,Ppp1r9b,1.0,0,0,0,0,0,0
ENSMUSG00000038980,1000000,1.0,Rbbp8nl,1.0,0,0,0,0,0,0
ENSMUSG00000038982,1000000,1.0,Bloc1s5,1.0,0,0,0,0,0,0
ENSMUSG00000038984,1000000,1.0,Tspyl5,1.0,0,0,0,0,0,0
ENSMUSG00000038987,1000000,1.0,Cfap157,1.0,0,0,0,0,0,0
ENSMUSG00000038990,1000000,1.0,Cables2,1.0,0,0,0,0,0,0
ENSMUSG00000038991,1000000,1.0,Txndc5,1.0,0,0,0,0,0,0
ENSMUSG00000038997,1000000,1.0,Asb17,1.0,0,0,0,0,0,0
ENSMUSG00000039000,1000000,1.0,Ube3c,1.0,0,0,0,1,0,1
ENSMUSG00000039001,1000000,1.0,Rps21,1.0,0,0,0,0,0,0
ENSMUSG00000039004,210077,0.21007778992221007,Bmp6,1.0,1,0,1,0,0,0
ENSMUSG00000039005,1000000,1.0,Tlr4,1.0,0,0,0,0,0,0
ENSMUSG00000039007,719253,0.7192532807467192,Cpq,1.0,0,1,1,0,0,0
ENSMUSG00000039013,1000000,1.0,Siglecf,1.0,0,0,0,0,0,0
ENSMUSG00000039016,1000000,1.0,Timm8b,1.0,0,0,0,0,0,0
ENSMUSG00000039018,1000000,1.0,Mtg1,1.0,0,0,0,1,0,1
ENSMUSG00000039021,1000000,1.0,Ttc16,1.0,0,0,0,0,0,0
ENSMUSG00000039031,183857,0.18385781614218386,Arhgap18,1.0,0,5,5,0,0,0
ENSMUSG00000039032,1000000,1.0,Tsga13,1.0,0,0,0,0,0,0
ENSMUSG00000039033,1000000,1.0,Tasp1,1.0,0,0,0,0,0,0
ENSMUSG00000039037,719083,0.7190832809167191,St6galnac5,1.0,0,1,1,0,0,0
ENSMUSG00000039041,1000000,1.0,Adrm1,1.0,0,0,0,0,0,0
ENSMUSG00000039043,1000000,1.0,Arpin,1.0,0,0,0,0,0,0
ENSMUSG00000039046,1000000,1.0,Usp6nl,1.0,0,0,0,1,0,1
ENSMUSG00000039047,1000000,1.0,Pigk,1.0,0,0,0,0,0,0
ENSMUSG00000039048,1000000,1.0,Foxred1,1.0,0,0,0,0,0,0
ENSMUSG00000039050,1000000,1.0,Osbpl2,1.0,0,0,0,0,0,0
ENSMUSG00000039055,1000000,1.0,Eme1,1.0,0,0,0,0,0,0
ENSMUSG00000039057,1000000,1.0,Myo16,1.0,0,1,1,2,0,2
ENSMUSG00000039058,1000000,1.0,Ak5,1.0,0,0,0,0,0,0
ENSMUSG00000039059,1000000,1.0,Hrh3,1.0,0,0,0,0,0,0
ENSMUSG00000039062,718351,0.7183512816487183,Anpep,1.0,0,1,1,0,0,0
ENSMUSG00000039063,1000000,1.0,Echdc3,1.0,0,0,0,0,0,0
ENSMUSG00000039065,1000000,1.0,Atpsckmt,1.0,0,0,0,0,0,0
ENSMUSG00000039067,1000000,1.0,Psmd7,1.0,0,0,0,0,0,0
ENSMUSG00000039068,1000000,1.0,Zzz3,1.0,0,0,0,0,0,0
ENSMUSG00000039069,1000000,1.0,Mtg2,1.0,0,0,0,0,0,0
ENSMUSG00000039070,1000000,1.0,Cpa4,1.0,0,0,0,0,0,0
ENSMUSG00000039081,1000000,1.0,Zfp503,1.0,0,0,0,0,0,0
ENSMUSG00000039084,1000000,1.0,Chad,1.0,0,0,0,0,0,0
ENSMUSG00000039086,1000000,1.0,Ss18l1,1.0,0,0,0,0,0,0
ENSMUSG00000039087,718852,0.7188522811477188,Rreb1,1.0,0,1,1,0,0,0
ENSMUSG00000039089,1000000,1.0,L3mbtl3,1.0,0,1,1,1,0,1
ENSMUSG00000039092,209562,0.20956279043720957,Sptlc3,1.0,1,0,1,0,0,0
ENSMUSG00000039095,1000000,1.0,En2,1.0,0,0,0,0,0,0
ENSMUSG00000039096,1000000,1.0,Rsad1,1.0,0,0,0,0,0,0
ENSMUSG00000039099,1000000,1.0,Wdr93,1.0,0,0,0,0,0,0
ENSMUSG00000039100,1000000,1.0,March6,1.0,0,0,0,0,0,0
ENSMUSG00000039103,1000000,1.0,Nexn,1.0,0,0,0,0,0,0
ENSMUSG00000039105,1000000,1.0,Atp6v1g1,1.0,0,0,0,0,0,0
ENSMUSG00000039106,1000000,1.0,Htr5a,1.0,0,0,0,0,0,0
ENSMUSG00000039108,1000000,1.0,Lsm14b,1.0,0,0,0,0,0,0
ENSMUSG00000039109,209888,0.2098887901112099,F13a1,1.0,1,0,1,0,0,0
ENSMUSG00000039110,1000000,1.0,Mycbpap,1.0,0,0,0,0,0,0
ENSMUSG00000039114,1000000,1.0,Nrn1,1.0,0,0,0,0,0,0
ENSMUSG00000039115,1000000,1.0,Itga9,1.0,0,1,1,1,0,1
ENSMUSG00000039116,1000000,1.0,Adgrg6,1.0,0,0,0,0,0,0
ENSMUSG00000039117,1000000,1.0,Taf4,1.0,0,0,0,0,0,0
ENSMUSG00000039126,1000000,1.0,Prune2,1.0,0,1,1,2,0,2
ENSMUSG00000039128,1000000,1.0,Cdc123,1.0,0,0,0,0,0,0
ENSMUSG00000039130,1000000,1.0,Zc3hc1,1.0,0,0,0,0,0,0
ENSMUSG00000039131,1000000,1.0,Gipc2,1.0,0,0,0,0,0,0
ENSMUSG00000039137,1000000,1.0,Whrn,1.0,0,0,0,0,0,0
ENSMUSG00000039145,1000000,1.0,Camk1d,1.0,0,0,0,1,0,1
ENSMUSG00000039146,1000000,1.0,Ifi44l,1.0,0,0,0,0,0,0
ENSMUSG00000039148,1000000,1.0,Sart1,1.0,0,0,0,0,0,0
ENSMUSG00000039153,718232,0.7182322817677183,Runx2,1.0,0,1,1,0,0,0
ENSMUSG00000039154,1000000,1.0,Shd,1.0,0,0,0,0,0,0
ENSMUSG00000039155,1000000,1.0,Cdh26,1.0,0,0,0,0,0,0
ENSMUSG00000039156,1000000,1.0,Stim2,1.0,0,0,0,0,0,0
ENSMUSG00000039157,1000000,1.0,Fam102a,1.0,0,0,0,0,0,0
ENSMUSG00000039158,1000000,1.0,Akna,1.0,0,0,0,0,0,0
ENSMUSG00000039159,1000000,1.0,Ube2h,1.0,0,0,0,0,0,0
ENSMUSG00000039163,718852,0.7188522811477188,Cmc1,1.0,0,1,1,0,0,0
ENSMUSG00000039164,210311,0.21031178968821032,Naif1,1.0,1,0,1,0,0,0
ENSMUSG00000039166,1000000,1.0,Akap7,1.0,0,1,1,0,1,1
ENSMUSG00000039167,1000000,1.0,Adgrl4,1.0,0,0,0,1,0,1
ENSMUSG00000039168,718352,0.7183522816477184,Dap,1.0,0,1,1,0,0,0
ENSMUSG00000039176,1000000,1.0,Polg,1.0,0,0,0,0,0,0
ENSMUSG00000039178,1000000,1.0,Tbc1d19,1.0,0,0,0,0,0,0
ENSMUSG00000039179,1000000,1.0,Tekt5,1.0,0,0,0,0,0,0
ENSMUSG00000039182,1000000,1.0,AW209491,1.0,0,0,0,0,0,0
ENSMUSG00000039183,1000000,1.0,Nubp2,1.0,0,0,0,0,0,0
ENSMUSG00000039187,1000000,1.0,Fanci,1.0,0,0,0,1,0,1
ENSMUSG00000039191,1000000,1.0,Rbpj,1.0,0,0,0,0,0,0
ENSMUSG00000039193,1000000,1.0,Nlrc4,1.0,0,0,0,0,0,0
ENSMUSG00000039194,1000000,1.0,Rlbp1,1.0,0,0,0,0,0,0
ENSMUSG00000039195,1000000,1.0,1110008P14Rik,1.0,0,0,0,0,0,0
ENSMUSG00000039196,1000000,1.0,Orm1,1.0,0,0,0,0,0,0
ENSMUSG00000039197,372738,0.37273862726137275,Adk,1.0,0,0,0,1,1,2
ENSMUSG00000039198,1000000,1.0,Ptchd3,1.0,0,0,0,0,0,0
ENSMUSG00000039199,1000000,1.0,Zdhhc1,1.0,0,0,0,0,0,0
ENSMUSG00000039200,1000000,1.0,Atf7ip2,1.0,0,0,0,0,0,0
ENSMUSG00000039201,1000000,1.0,Tbc1d25,1.0,0,0,0,1,0,1
ENSMUSG00000039202,1000000,1.0,Abhd2,1.0,0,0,0,1,0,1
ENSMUSG00000039205,1000000,1.0,Ciz1,1.0,0,0,0,0,0,0
ENSMUSG00000039206,1000000,1.0,Daglb,1.0,0,0,0,0,0,0
ENSMUSG00000039208,1000000,1.0,Metrnl,1.0,0,0,0,0,0,0
ENSMUSG00000039209,1000000,1.0,Rpl39l,1.0,0,0,0,0,0,0
ENSMUSG00000039210,719083,0.7190832809167191,Gpatch2,1.0,0,1,1,0,0,0
ENSMUSG00000039217,1000000,1.0,Il18,1.0,0,0,0,0,0,0
ENSMUSG00000039218,210158,0.21015878984121017,Srrm2,1.0,1,0,1,0,0,0
ENSMUSG00000039219,1000000,1.0,Arid4b,1.0,0,0,0,1,0,1
ENSMUSG00000039220,1000000,1.0,Ppp1r10,1.0,0,0,0,0,0,0
ENSMUSG00000039221,1000000,1.0,Rpl22l1,1.0,0,0,0,0,0,0
ENSMUSG00000039230,1000000,1.0,Tbcd,1.0,0,0,0,0,0,0
ENSMUSG00000039231,1000000,1.0,Suv39h1,1.0,0,0,0,0,0,0
ENSMUSG00000039232,1000000,1.0,Stx11,1.0,0,0,0,0,0,0
ENSMUSG00000039234,1000000,1.0,Sec24d,1.0,0,0,0,1,0,1
ENSMUSG00000039236,1000000,1.0,Isg20,1.0,0,0,0,0,0,0
ENSMUSG00000039238,1000000,1.0,Zfp750,1.0,0,0,0,0,0,0
ENSMUSG00000039239,1000000,1.0,Tgfb2,1.0,0,0,0,0,0,0
ENSMUSG00000039242,1000000,1.0,B3galnt2,1.0,0,0,0,0,0,0
ENSMUSG00000039244,1000000,1.0,E130309D02Rik,1.0,0,0,0,0,0,0
ENSMUSG00000039246,718852,0.7188522811477188,Lyplal1,1.0,0,1,1,0,0,0
ENSMUSG00000039252,1000000,1.0,Lgi2,1.0,0,0,0,0,0,0
ENSMUSG00000039253,1000000,1.0,Fn3krp,1.0,0,0,0,0,0,0
ENSMUSG00000039254,1000000,1.0,Pomt1,1.0,0,0,0,0,0,0
ENSMUSG00000039257,1000000,1.0,Vstm2b,1.0,0,0,0,0,0,0
ENSMUSG00000039262,1000000,1.0,Prrc2b,1.0,0,0,0,0,0,0
ENSMUSG00000039263,1000000,1.0,Npepl1,1.0,0,0,0,0,0,0
ENSMUSG00000039269,1000000,1.0,2300002M23Rik,1.0,0,0,0,0,0,0
ENSMUSG00000039270,665097,0.6650973349026651,Megf9,1.0,0,0,0,2,0,2
ENSMUSG00000039275,1000000,1.0,Foxk2,1.0,0,0,0,0,0,0
ENSMUSG00000039278,1000000,1.0,Pcsk1n,1.0,0,0,0,0,0,0
ENSMUSG00000039285,1000000,1.0,Azi2,1.0,0,0,0,0,0,0
ENSMUSG00000039286,107893,0.10789389210610789,Fndc3b,1.0,1,2,3,0,0,0
ENSMUSG00000039294,1000000,1.0,Cybc1,1.0,0,0,0,0,0,0
ENSMUSG00000039298,367180,0.3671806328193672,Cdk5rap2,1.0,0,3,3,0,0,0
ENSMUSG00000039304,1000000,1.0,Tnfsf10,1.0,0,0,0,0,0,0
ENSMUSG00000039307,1000000,1.0,Hexdc,1.0,0,0,0,0,0,0
ENSMUSG00000039308,1000000,1.0,Ndst2,1.0,0,0,0,0,0,0
ENSMUSG00000039313,1000000,1.0,Minar1,1.0,0,0,0,0,0,0
ENSMUSG00000039315,1000000,1.0,Clnk,1.0,0,1,1,1,0,1
ENSMUSG00000039316,718952,0.7189522810477189,Rftn1,1.0,0,1,1,0,0,0
ENSMUSG00000039318,1000000,1.0,Rab3gap2,1.0,0,0,0,0,0,0
ENSMUSG00000039321,1000000,1.0,Uts2r,1.0,0,0,0,0,0,0
ENSMUSG00000039323,1000000,1.0,Igfbp2,1.0,0,0,0,0,0,0
ENSMUSG00000039328,1000000,1.0,Rnf122,1.0,0,0,0,0,0,0
ENSMUSG00000039330,1000000,1.0,Tsga10ip,1.0,0,0,0,0,0,0
ENSMUSG00000039335,373697,0.3736976263023737,Spata16,1.0,0,0,0,1,1,2
ENSMUSG00000039337,1000000,1.0,Tex19.2,1.0,0,0,0,0,0,0
ENSMUSG00000039342,1000000,1.0,Ankar,1.0,0,0,0,0,0,0
ENSMUSG00000039345,1000000,1.0,Mettl22,1.0,0,0,0,0,0,0
ENSMUSG00000039347,1000000,1.0,Atp6v0e2,1.0,0,0,0,0,0,0
ENSMUSG00000039349,1000000,1.0,C130074G19Rik,1.0,0,0,0,0,0,0
ENSMUSG00000039354,1000000,1.0,Smarcal1,1.0,0,0,0,0,0,0
ENSMUSG00000039356,1000000,1.0,Exosc2,1.0,0,0,0,0,0,0
ENSMUSG00000039357,1000000,1.0,Fut11,1.0,0,0,0,0,0,0
ENSMUSG00000039358,1000000,1.0,Drd5,1.0,0,0,0,0,0,0
ENSMUSG00000039361,718652,0.7186522813477186,Picalm,1.0,0,1,1,0,0,0
ENSMUSG00000039367,1000000,1.0,Sec24c,1.0,0,0,0,0,0,0
ENSMUSG00000039372,210468,0.21046878953121048,March4,1.0,1,0,1,0,0,0
