mouse_ensembl_gene,chromosome,KO_intervals,KO_ttaas
ENSMUSG00000007041,17,"[[35049966, 35058488]]",25
ENSMUSG00000007050,17,"[[34981880, 34985539]]",25
ENSMUSG00000007564,17,"[[20945311, 20965468]]",94
ENSMUSG00000007570,17,"[[28313519, 28326250]]",34
ENSMUSG00000007603,17,"[[56764778, 56769805]]",11
ENSMUSG00000007670,17,"[[57021816, 57031522]]",15
ENSMUSG00000008482,17,"[[24716239, 24718063]]",3
ENSMUSG00000008668,17,"[[33952046, 33955677]]",19
ENSMUSG00000010592,17,"[[50281252, 50293636]]",148
ENSMUSG00000011305,17,"[[56112032, 56117596]]",10
ENSMUSG00000011486,17,"[[57032999, 57041654]]",29
ENSMUSG00000011589,17,"[[55986511, 55996749]]",26
ENSMUSG00000012296,17,"[[46258416, 46283026]]",77
ENSMUSG00000013236,17,"[[56413328, 56476483]]",132
ENSMUSG00000013766,17,"[[35076902, 35078282]]",1
ENSMUSG00000013787,17,"[[34898469, 34913817]]",46
ENSMUSG00000014426,17,"[[12228103, 12318796]]",432
ENSMUSG00000014763,17,"[[15396202, 15431614]]",166
ENSMUSG00000014767,17,"[[15499888, 15516780]]",122
ENSMUSG00000014769,17,"[[15476023, 15499751]]",126
ENSMUSG00000014771,17,"[[15520350, 15527301]]",40
ENSMUSG00000014773,17,"[[15368033, 15376872]]",23
ENSMUSG00000015120,17,"[[25262431, 25274622]]",38
ENSMUSG00000015126,17,"[[25240170, 25242658]]",5
ENSMUSG00000015127,17,"[[25188397, 25231864]]",164
ENSMUSG00000015452,17,"[[34597862, 34600800]]",2
ENSMUSG00000015461,17,"[[34647146, 34654694]]",5
ENSMUSG00000015467,17,"[[34613541, 34615971]]",3
ENSMUSG00000015468,17,"[[34564268, 34587982]]",42
ENSMUSG00000015474,17,"[[34617347, 34628510]]",52
ENSMUSG00000015476,17,"[[34629533, 34632257]]",6
ENSMUSG00000015478,17,"[[34601572, 34603690]]",2
ENSMUSG00000015575,17,"[[26663231, 26695445]]",180
ENSMUSG00000015579,17,"[[26839025, 26845009]]",19
ENSMUSG00000015597,17,"[[46383731, 46420534]]",236
ENSMUSG00000015599,17,"[[46445179, 46487675]]",100
ENSMUSG00000015605,17,"[[46549086, 46556175]]",15
ENSMUSG00000015659,17,"[[6044117, 6079741]]",209
ENSMUSG00000016206,17,"[[37270220, 37273726]]",8
ENSMUSG00000016946,17,"[[24049418, 24073485]]",90
ENSMUSG00000017831,17,"[[53479234, 53506426]]",221
ENSMUSG00000019214,17,"[[25719098, 25727419]]",10
ENSMUSG00000019320,17,"[[24696234, 24700352]]",11
ENSMUSG00000019432,17,"[[35241746, 35253486]]",40
ENSMUSG00000019487,17,"[[57249455, 57263145]]",40
ENSMUSG00000019489,17,"[[57146078, 57149777]]",14
ENSMUSG00000019578,17,"[[56068558, 56075028]]",13
ENSMUSG00000019579,17,"[[56176927, 56183920]]",10
ENSMUSG00000023067,17,"[[29090979, 29099390]]",23
ENSMUSG00000023122,17,"[[53830005, 53846339]]",66
ENSMUSG00000023266,17,"[[47689030, 47703859]]",32
ENSMUSG00000023460,17,"[[66495693, 66519729]]",125
ENSMUSG00000023800,17,"[[3326573, 3518725]]",953
ENSMUSG00000023802,17,"[[3635268, 3696261]]",365
ENSMUSG00000023805,17,"[[5941280, 6044148]]",397
ENSMUSG00000023809,17,"[[7170115, 7300338]]",433
ENSMUSG00000023826,17,"[[10840384, 12061650]]",7070
ENSMUSG00000023827,17,"[[12118704, 12219076]]",448
ENSMUSG00000023828,17,"[[12421440, 12507704]]",445
ENSMUSG00000023829,17,"[[12649021, 12675829]]",88
ENSMUSG00000023830,17,"[[12683713, 12769664]]",359
ENSMUSG00000023845,17,"[[17529752, 17625047]]",735
ENSMUSG00000023852,17,"[[15704967, 15770320]]",535
ENSMUSG00000023861,17,"[[8282904, 8297159]]",85
ENSMUSG00000023868,17,"[[8525372, 8981653]]",2011
ENSMUSG00000023873,17,"[[8988333, 9008210]]",79
ENSMUSG00000023883,17,"[[14945102, 14961273]]",149
ENSMUSG00000023885,17,"[[14667516, 14694235]]",79
ENSMUSG00000023886,17,"[[14279506, 14403509]]",516
ENSMUSG00000023902,17,"[[23600856, 23610831]]",39
ENSMUSG00000023903,17,"[[23630571, 23645277]]",50
ENSMUSG00000023904,17,"[[23673596, 23675016]]",0
ENSMUSG00000023905,17,"[[23675994, 23677468]]",0
ENSMUSG00000023906,17,"[[23679249, 23681720]]",6
ENSMUSG00000023908,17,"[[23726336, 23736603]]",29
ENSMUSG00000023909,17,"[[23737569, 23740398]]",8
ENSMUSG00000023911,17,"[[23777005, 23786081]]",26
ENSMUSG00000023912,17,"[[43643608, 43667214]]",116
ENSMUSG00000023913,17,"[[43568098, 43611976]]",230
ENSMUSG00000023914,17,"[[43474956, 43502812]]",145
ENSMUSG00000023915,17,"[[43016555, 43087969]]",345
ENSMUSG00000023918,17,"[[42662362, 42692284]]",143
ENSMUSG00000023919,17,"[[40923491, 40935047]]",99
ENSMUSG00000023921,17,"[[40934685, 40960693]]",162
ENSMUSG00000023923,17,"[[50735948, 51179311]]",3612
ENSMUSG00000023926,17,"[[40811126, 40839779]]",189
ENSMUSG00000023927,17,"[[51739901, 51833290]]",724
ENSMUSG00000023930,17,"[[40765213, 40794506]]",200
ENSMUSG00000023931,17,"[[53398949, 53463321]]",381
ENSMUSG00000023932,17,"[[45392203, 45433737]]",295
ENSMUSG00000023935,17,"[[45445884, 45474938]]",132
ENSMUSG00000023938,17,"[[45506841, 45520447]]",44
ENSMUSG00000023939,17,"[[45686322, 45698411]]",44
ENSMUSG00000023940,17,"[[53676603, 53689333]]",101
ENSMUSG00000023942,17,"[[45585674, 45599606]]",33
ENSMUSG00000023943,17,"[[53962075, 53990674]]",151
ENSMUSG00000023944,17,"[[45568018, 45573271]]",19
ENSMUSG00000023945,17,"[[54276521, 54299034]]",166
ENSMUSG00000023947,17,"[[45555703, 45562153]]",17
ENSMUSG00000023949,17,"[[45523434, 45541336]]",55
ENSMUSG00000023951,17,"[[46018861, 46032369]]",25
ENSMUSG00000023952,17,"[[46161032, 46168636]]",24
ENSMUSG00000023953,17,"[[46172256, 46202645]]",191
ENSMUSG00000023959,17,"[[44188584, 44275378]]",409
ENSMUSG00000023960,17,"[[44078813, 44085629]]",30
ENSMUSG00000023961,17,"[[44099316, 44105809]]",37
ENSMUSG00000023963,17,"[[43667425, 43751103]]",477
ENSMUSG00000023965,17,"[[63060274, 63500017]]",3090
ENSMUSG00000023966,17,"[[46122200, 46144216]]",69
ENSMUSG00000023967,17,"[[46110986, 46128646]]",63
ENSMUSG00000023968,17,"[[46428926, 46431437]]",2
ENSMUSG00000023971,17,"[[46667953, 46674352]]",25
ENSMUSG00000023972,17,"[[46565338, 46629504]]",263
ENSMUSG00000023973,17,"[[46736694, 46752214]]",76
ENSMUSG00000023977,17,"[[46930362, 47010532]]",399
ENSMUSG00000023978,17,"[[46910459, 46923544]]",41
ENSMUSG00000023979,17,"[[47385393, 47391999]]",30
ENSMUSG00000023980,17,"[[47483814, 47502292]]",45
ENSMUSG00000023982,17,"[[47394660, 47400584]]",22
ENSMUSG00000023987,17,"[[47726842, 47734334]]",20
ENSMUSG00000023988,17,"[[47601556, 47611492]]",38
ENSMUSG00000023990,17,"[[47737030, 47791811]]",131
ENSMUSG00000023991,17,"[[47868659, 47924645]]",180
ENSMUSG00000023992,17,"[[48346401, 48352032]]",15
ENSMUSG00000023993,17,"[[48359916, 48366913]]",31
ENSMUSG00000023994,17,"[[48389292, 48409906]]",105
ENSMUSG00000023995,17,"[[48448627, 48451522]]",5
ENSMUSG00000023999,17,"[[49615172, 49908790]]",1366
ENSMUSG00000024002,17,"[[32197755, 32284722]]",485
ENSMUSG00000024006,17,"[[28971850, 29007995]]",214
ENSMUSG00000024007,17,"[[29251508, 29264186]]",37
ENSMUSG00000024008,17,"[[29159025, 29238167]]",248
ENSMUSG00000024011,17,"[[29317680, 29327947]]",33
ENSMUSG00000024012,17,"[[29332710, 29347934]]",29
ENSMUSG00000024013,17,"[[29360914, 29379057]]",40
ENSMUSG00000024014,17,"[[29490753, 29494744]]",19
ENSMUSG00000024018,17,"[[29700231, 29717044]]",54
ENSMUSG00000024019,17,"[[29660595, 29702292]]",175
ENSMUSG00000024026,17,"[[30594141, 30626871]]",184
ENSMUSG00000024027,17,"[[30901817, 30936429]]",97
ENSMUSG00000024028,17,"[[31141212, 31144282]]",4
ENSMUSG00000024029,17,"[[31125486, 31129646]]",9
ENSMUSG00000024030,17,"[[31057675, 31114282]]",150
ENSMUSG00000024032,17,"[[31161580, 31165277]]",3
ENSMUSG00000024033,17,"[[31255179, 31277383]]",101
ENSMUSG00000024034,17,"[[31180589, 31198977]]",45
ENSMUSG00000024036,17,"[[31286792, 31349794]]",236
ENSMUSG00000024037,17,"[[31496741, 31519980]]",81
ENSMUSG00000024038,17,"[[31520115, 31531249]]",52
ENSMUSG00000024039,17,"[[31613193, 31637238]]",70
ENSMUSG00000024041,17,"[[31677807, 31681192]]",9
ENSMUSG00000024042,17,"[[31846286, 31855804]]",32
ENSMUSG00000024043,17,"[[67845738, 68004120]]",781
ENSMUSG00000024044,17,"[[69075683, 69288853]]",1147
ENSMUSG00000024045,17,"[[32305260, 32321185]]",59
ENSMUSG00000024048,17,"[[70994615, 71002878]]",68
ENSMUSG00000024049,17,"[[71002633, 71126366]]",668
ENSMUSG00000024050,17,"[[32355027, 32389116]]",171
ENSMUSG00000024052,17,"[[71183556, 71246968]]",404
ENSMUSG00000024053,17,"[[71252759, 71311556]]",197
ENSMUSG00000024054,17,"[[71345341, 71475343]]",1020
ENSMUSG00000024056,17,"[[71496155, 71526857]]",225
ENSMUSG00000024059,17,"[[71768473, 71864273]]",526
ENSMUSG00000024063,17,"[[72918305, 72939441]]",99
ENSMUSG00000024064,17,"[[73494176, 73710451]]",854
ENSMUSG00000024065,17,"[[73804841, 73830442]]",82
ENSMUSG00000024066,17,"[[73884436, 73950182]]",277
ENSMUSG00000024067,17,"[[74299755, 74323944]]",142
ENSMUSG00000024068,17,"[[74338987, 74388309]]",373
ENSMUSG00000024069,17,"[[74395608, 74423638]]",165
ENSMUSG00000024070,17,"[[78951860, 79020816]]",514
ENSMUSG00000024072,17,"[[74489493, 74499105]]",78
ENSMUSG00000024073,17,"[[74528295, 74702380]]",1396
ENSMUSG00000024074,17,"[[78200248, 78374229]]",999
ENSMUSG00000024076,17,"[[78508064, 78626920]]",524
ENSMUSG00000024077,17,"[[78655493, 78737196]]",651
ENSMUSG00000024078,17,"[[74717732, 74863453]]",891
ENSMUSG00000024079,17,"[[78855142, 78882573]]",145
ENSMUSG00000024081,17,"[[78919884, 78937066]]",107
ENSMUSG00000024082,17,"[[78937136, 78947889]]",84
ENSMUSG00000024083,17,"[[64283416, 64331916]]",413
ENSMUSG00000024084,17,"[[79051906, 79089765]]",199
ENSMUSG00000024085,17,"[[64600736, 64754811]]",1001
ENSMUSG00000024087,17,"[[79708455, 79715061]]",44
ENSMUSG00000024091,17,"[[65580692, 65613555]]",300
ENSMUSG00000024095,17,"[[80030488, 80062334]]",271
ENSMUSG00000024096,17,"[[65849953, 65885798]]",183
ENSMUSG00000024097,17,"[[80201551, 80207305]]",55
ENSMUSG00000024098,17,"[[65926288, 65951226]]",144
ENSMUSG00000024099,17,"[[66079497, 66101559]]",185
ENSMUSG00000024101,17,"[[66111545, 66119133]]",13
ENSMUSG00000024107,17,"[[88741997, 88791976]]",228
ENSMUSG00000024109,17,"[[90037080, 91093071]]",8273
ENSMUSG00000024112,17,"[[25375106, 25433783]]",86
ENSMUSG00000024116,17,"[[23868056, 23873031]]",10
ENSMUSG00000024118,17,"[[24215862, 24220790]]",19
ENSMUSG00000024120,17,"[[84705419, 84790558]]",595
ENSMUSG00000024121,17,"[[24164407, 24169677]]",7
ENSMUSG00000024122,17,"[[24073748, 24150924]]",397
ENSMUSG00000024127,17,"[[85064647, 85090241]]",178
ENSMUSG00000024130,17,"[[24352023, 24409397]]",230
ENSMUSG00000024131,17,"[[85028376, 85064076]]",161
ENSMUSG00000024132,17,"[[24426641, 24439112]]",49
ENSMUSG00000024134,17,"[[85685186, 85688274]]",4
ENSMUSG00000024135,17,"[[85985197, 86145175]]",1022
ENSMUSG00000024136,17,"[[24441059, 24443105]]",3
ENSMUSG00000024137,17,"[[24443984, 24455392]]",33
ENSMUSG00000024140,17,"[[86753700, 86831099]]",299
ENSMUSG00000024142,17,"[[24475836, 24479078]]",9
ENSMUSG00000024143,17,"[[86963082, 86997057]]",151
ENSMUSG00000024145,17,"[[86997457, 87025406]]",184
ENSMUSG00000024146,17,"[[87025550, 87035039]]",75
ENSMUSG00000024150,17,"[[87255929, 87265935]]",36
ENSMUSG00000024151,17,"[[87672330, 87723501]]",291
ENSMUSG00000024154,17,"[[88668660, 88714986]]",335
ENSMUSG00000024155,17,"[[24804289, 24839534]]",238
ENSMUSG00000024158,17,"[[24840143, 24864289]]",96
ENSMUSG00000024160,17,"[[24886643, 24891700]]",4
ENSMUSG00000024163,17,"[[24898951, 24936977]]",147
ENSMUSG00000024164,17,"[[57204016, 57228136]]",57
ENSMUSG00000024165,17,"[[24944494, 24960689]]",96
ENSMUSG00000024168,17,"[[25058232, 25081181]]",85
ENSMUSG00000024169,17,"[[25016085, 25098935]]",288
ENSMUSG00000024170,17,"[[25100011, 25115967]]",41
ENSMUSG00000024172,17,"[[55445382, 55510409]]",431
ENSMUSG00000024175,17,"[[25471590, 25476535]]",9
ENSMUSG00000024176,17,"[[25567336, 25570686]]",2
ENSMUSG00000024177,17,"[[26092032, 26095602]]",5
ENSMUSG00000024180,17,"[[26113299, 26122231]]",12
ENSMUSG00000024181,17,"[[26123500, 26126378]]",3
ENSMUSG00000024182,17,"[[26138688, 26195058]]",322
ENSMUSG00000024184,17,"[[26196085, 26199087]]",3
ENSMUSG00000024186,17,"[[26202958, 26210727]]",27
ENSMUSG00000024187,17,"[[26213509, 26244242]]",123
ENSMUSG00000024188,17,"[[26252896, 26281763]]",188
ENSMUSG00000024190,17,"[[26506283, 26562128]]",222
ENSMUSG00000024191,17,"[[26781066, 26792134]]",37
ENSMUSG00000024193,17,"[[26933052, 26937562]]",5
ENSMUSG00000024194,17,"[[26938053, 26939569]]",2
ENSMUSG00000024197,17,"[[56279735, 56292873]]",45
ENSMUSG00000024201,17,"[[56326062, 56401725]]",144
ENSMUSG00000024206,17,"[[56776965, 56831013]]",189
ENSMUSG00000024207,17,"[[56845440, 56874447]]",105
ENSMUSG00000024208,17,"[[27122716, 27133916]]",29
ENSMUSG00000024210,17,"[[27144885, 27167795]]",57
ENSMUSG00000024212,17,"[[56894465, 56935415]]",80
ENSMUSG00000024213,17,"[[27580791, 27623495]]",170
ENSMUSG00000024215,17,"[[27714871, 27728955]]",28
ENSMUSG00000024217,17,"[[27838150, 27851759]]",64
ENSMUSG00000024218,17,"[[27901662, 27909242]]",46
ENSMUSG00000024219,17,"[[27909306, 28060562]]",503
ENSMUSG00000024220,17,"[[28177129, 28205206]]",91
ENSMUSG00000024222,17,"[[28401050, 28517524]]",624
ENSMUSG00000024223,17,"[[28530806, 28538915]]",36
ENSMUSG00000024224,17,"[[28549411, 28552507]]",10
ENSMUSG00000024225,17,"[[28558312, 28560766]]",8
ENSMUSG00000024228,17,"[[59002184, 59013372]]",93
ENSMUSG00000024241,17,"[[80398184, 80479969]]",675
ENSMUSG00000024242,17,"[[80581851, 80728093]]",892
ENSMUSG00000024245,17,"[[80944632, 81001068]]",299
ENSMUSG00000024246,17,"[[81026574, 81065067]]",240
ENSMUSG00000024247,17,"[[83215292, 83224274]]",28
ENSMUSG00000024248,17,"[[83502606, 83514330]]",66
ENSMUSG00000024251,17,"[[84191954, 84466116]]",1583
ENSMUSG00000024253,17,"[[84626496, 84655360]]",155
ENSMUSG00000024254,17,"[[84676302, 84698796]]",56
ENSMUSG00000024256,17,"[[93199017, 93204124]]",16
ENSMUSG00000024292,17,"[[32905504, 32917342]]",27
ENSMUSG00000024299,17,"[[33524204, 33553191]]",110
ENSMUSG00000024300,17,"[[33555707, 33607372]]",191
ENSMUSG00000024301,17,"[[26917091, 26932145]]",61
ENSMUSG00000024308,17,"[[33915899, 33928148]]",35
ENSMUSG00000024309,17,"[[33938991, 33940343]]",4
ENSMUSG00000024312,17,"[[33940660, 33949412]]",18
ENSMUSG00000024319,17,"[[33955812, 33966102]]",22
ENSMUSG00000024325,17,"[[34021385, 34024680]]",8
ENSMUSG00000024327,17,"[[34028799, 34031662]]",5
ENSMUSG00000024330,17,"[[34039437, 34065805]]",32
ENSMUSG00000024334,17,"[[34092340, 34095003]]",5
ENSMUSG00000024335,17,"[[34112578, 34122600]]",33
ENSMUSG00000024338,17,"[[34197721, 34201263]]",14
ENSMUSG00000024339,17,"[[34203527, 34216090]]",40
ENSMUSG00000024340,17,"[[34354822, 34368725]]",76
ENSMUSG00000024365,17,"[[34801783, 34804561]]",2
ENSMUSG00000024369,17,"[[34850391, 34856155]]",16
ENSMUSG00000024371,17,"[[34862861, 34895547]]",142
ENSMUSG00000024387,17,"[[35116249, 35122053]]",16
ENSMUSG00000024391,17,"[[35129113, 35132050]]",11
ENSMUSG00000024392,17,"[[35135178, 35147233]]",34
ENSMUSG00000024393,17,"[[35149264, 35164897]]",38
ENSMUSG00000024397,17,"[[35171112, 35176001]]",17
ENSMUSG00000024399,17,"[[35194439, 35196143]]",1
ENSMUSG00000024401,17,"[[35200148, 35202007]]",4
ENSMUSG00000024402,17,"[[35203740, 35205351]]",1
ENSMUSG00000024403,17,"[[35235088, 35237795]]",5
ENSMUSG00000024406,17,"[[35506018, 35510548]]",12
ENSMUSG00000024409,17,"[[35533201, 35534248]]",0
ENSMUSG00000024422,17,"[[35879819, 35892544]]",39
ENSMUSG00000024426,17,"[[35897744, 35910075]]",40
ENSMUSG00000024429,17,"[[35979851, 35988759]]",16
ENSMUSG00000024436,17,"[[35910670, 35916389]]",24
ENSMUSG00000024446,17,"[[36255716, 36258069]]",10
ENSMUSG00000024457,17,"[[36837141, 36859161]]",100
ENSMUSG00000024462,17,"[[37045966, 37073023]]",90
ENSMUSG00000025431,17,"[[40294387, 40319207]]",183
ENSMUSG00000025727,17,"[[25946599, 25952565]]",9
ENSMUSG00000025728,17,"[[25926465, 25944936]]",51
ENSMUSG00000025730,17,"[[25883631, 25919727]]",161
ENSMUSG00000025731,17,"[[25875074, 25876994]]",4
ENSMUSG00000025732,17,"[[25863943, 25868764]]",10
ENSMUSG00000025733,17,"[[25839371, 25844851]]",9
ENSMUSG00000025735,17,"[[25834788, 25837295]]",0
ENSMUSG00000025736,17,"[[25828867, 25830587]]",2
ENSMUSG00000025737,17,"[[25823627, 25828580]]",6
ENSMUSG00000025738,17,"[[25809085, 25819519]]",22
ENSMUSG00000025739,17,"[[25717171, 25719029]]",2
ENSMUSG00000029184,17,"[[37458916, 37467149]]",51
ENSMUSG00000031233,17,"[[40207285, 40208640]]",6
ENSMUSG00000032624,17,"[[83350931, 83478164]]",989
ENSMUSG00000032717,17,"[[47815911, 47834691]]",49
ENSMUSG00000032739,17,"[[33638056, 33645572]]",25
ENSMUSG00000032796,17,"[[67697259, 67822446]]",587
ENSMUSG00000032842,17,"[[46303493, 46328023]]",64
ENSMUSG00000032855,17,"[[24549834, 24595536]]",137
ENSMUSG00000032915,17,"[[55749984, 55852383]]",582
ENSMUSG00000032937,17,"[[88985173, 89200675]]",1186
ENSMUSG00000033200,17,"[[25369273, 25374257]]",9
ENSMUSG00000033278,17,"[[66667631, 67354457]]",3778
ENSMUSG00000033327,17,"[[34660457, 34719624]]",113
ENSMUSG00000033450,17,"[[7926000, 7934126]]",44
ENSMUSG00000033475,17,"[[47687195, 47688183]]",4
ENSMUSG00000033597,17,"[[24488783, 24507213]]",38
ENSMUSG00000033739,17,"[[34644764, 34646300]]",3
ENSMUSG00000033825,17,"[[25366305, 25368856]]",4
ENSMUSG00000033826,17,"[[30624354, 30875126]]",1273
ENSMUSG00000033855,17,"[[88597684, 88645286]]",208
ENSMUSG00000033966,17,"[[80525288, 80577813]]",267
ENSMUSG00000034116,17,"[[57279100, 57327701]]",157
ENSMUSG00000034165,17,"[[47505051, 47598773]]",376
ENSMUSG00000034254,17,"[[34604262, 34612434]]",15
ENSMUSG00000034265,17,"[[5492557, 5753090]]",1130
ENSMUSG00000034345,17,"[[6079786, 6084649]]",40
ENSMUSG00000034377,17,"[[6106479, 6251128]]",806
ENSMUSG00000034382,17,"[[47436615, 47469503]]",79
ENSMUSG00000034413,17,"[[26414829, 26441792]]",65
ENSMUSG00000034482,17,"[[35108279, 35111950]]",13
ENSMUSG00000034509,17,"[[46147775, 46153553]]",29
ENSMUSG00000034595,17,"[[35865593, 35874813]]",21
ENSMUSG00000034647,17,"[[65970155, 66077073]]",697
ENSMUSG00000034673,17,"[[34591266, 34595913]]",7
ENSMUSG00000034681,17,"[[24414646, 24425182]]",55
ENSMUSG00000034709,17,"[[88530118, 88587710]]",293
ENSMUSG00000034729,17,"[[47368887, 47378282]]",48
ENSMUSG00000034786,17,"[[34589806, 34591304]]",0
ENSMUSG00000034868,17,"[[70974327, 70990890]]",86
ENSMUSG00000034923,17,"[[35080685, 35085610]]",12
ENSMUSG00000034998,17,"[[88440711, 88486923]]",305
ENSMUSG00000035051,17,"[[80238790, 80290476]]",271
ENSMUSG00000035186,17,"[[37193892, 37195710]]",14
ENSMUSG00000035473,17,"[[80127471, 80184058]]",269
ENSMUSG00000035521,17,"[[25234625, 25240124]]",19
ENSMUSG00000035580,17,"[[52602709, 52978309]]",2498
ENSMUSG00000035678,17,"[[57105325, 57107501]]",3
ENSMUSG00000035842,17,"[[66123520, 66150835]]",107
ENSMUSG00000036026,17,"[[45660792, 45686905]]",75
ENSMUSG00000036036,17,"[[37001163, 37010518]]",43
ENSMUSG00000036185,17,"[[35026368, 35028016]]",5
ENSMUSG00000036196,17,"[[28638171, 28689987]]",233
ENSMUSG00000036315,17,"[[36954531, 36958533]]",27
ENSMUSG00000036322,17,"[[34342936, 34344645]]",4
ENSMUSG00000036368,17,"[[79611863, 79693124]]",524
ENSMUSG00000036398,17,"[[36949355, 36951741]]",10
ENSMUSG00000036430,17,"[[46890684, 46891712]]",0
ENSMUSG00000036438,17,"[[87434030, 87446935]]",102
ENSMUSG00000036473,17,"[[24181244, 24205562]]",79
ENSMUSG00000036492,17,"[[36942918, 36947633]]",14
ENSMUSG00000036533,17,"[[79334728, 79355091]]",97
ENSMUSG00000036552,17,"[[15041208, 15063763]]",111
ENSMUSG00000036557,17,"[[87389599, 87427741]]",182
ENSMUSG00000036568,17,"[[46801051, 46858482]]",276
ENSMUSG00000036594,17,"[[34283178, 34287823]]",15
ENSMUSG00000036636,17,"[[25133391, 25160528]]",71
ENSMUSG00000036775,17,"[[26081993, 26090337]]",44
ENSMUSG00000036820,17,"[[24156000, 24163766]]",18
ENSMUSG00000036858,17,"[[46756230, 46763712]]",34
ENSMUSG00000036918,17,"[[87282886, 87380067]]",244
ENSMUSG00000036983,17,"[[3519555, 3557781]]",291
ENSMUSG00000037089,17,"[[45563874, 45567241]]",5
ENSMUSG00000037095,17,"[[56119945, 56122001]]",2
ENSMUSG00000037098,17,"[[25990775, 26069555]]",317
ENSMUSG00000037104,17,"[[87107679, 87135241]]",178
ENSMUSG00000037196,17,"[[10403321, 10840311]]",2514
ENSMUSG00000037321,17,"[[34187553, 34196771]]",26
ENSMUSG00000037326,17,"[[25959559, 25985796]]",84
ENSMUSG00000037446,17,"[[28351872, 28365222]]",27
ENSMUSG00000037548,17,"[[34143307, 34151092]]",24
ENSMUSG00000037577,17,"[[32184899, 32189549]]",13
ENSMUSG00000037649,17,"[[34122832, 34138818]]",71
ENSMUSG00000037689,17,"[[86917348, 86922374]]",18
ENSMUSG00000037805,17,"[[28328471, 28330997]]",11
ENSMUSG00000038002,17,"[[24964785, 25015788]]",219
ENSMUSG00000038045,17,"[[78885089, 78906992]]",119
ENSMUSG00000038141,17,"[[6256860, 6305444]]",186
ENSMUSG00000038146,17,"[[32121823, 32166852]]",170
ENSMUSG00000038500,17,"[[35973700, 35980236]]",31
ENSMUSG00000038541,17,"[[74017709, 74047916]]",159
ENSMUSG00000038545,17,"[[46650337, 46664288]]",24
ENSMUSG00000038677,17,"[[28142141, 28171342]]",57
ENSMUSG00000038762,17,"[[35957426, 35969761]]",42
ENSMUSG00000038781,17,"[[55997300, 56005584]]",17
ENSMUSG00000038805,17,"[[85613608, 85627714]]",31
ENSMUSG00000038838,17,"[[35656560, 35667592]]",16
ENSMUSG00000038880,17,"[[24895116, 24896077]]",0
ENSMUSG00000038910,17,"[[50509403, 50687888]]",1113
ENSMUSG00000038954,17,"[[44777152, 45119286]]",2409
ENSMUSG00000039153,17,"[[44496642, 44814797]]",1902
ENSMUSG00000039154,17,"[[55970467, 55976401]]",19
ENSMUSG00000039183,17,"[[24883172, 24886348]]",4
ENSMUSG00000039193,17,"[[74426845, 74459142]]",161
ENSMUSG00000039218,17,"[[23790662, 23824222]]",150
ENSMUSG00000039220,17,"[[35916566, 35931255]]",72
ENSMUSG00000039269,17,"[[35567450, 35568813]]",3
ENSMUSG00000039316,17,"[[49994158, 50190674]]",858
ENSMUSG00000039414,17,"[[78753035, 78835324]]",562
ENSMUSG00000039481,17,"[[56751415, 56757530]]",5
ENSMUSG00000039512,17,"[[27856441, 27897077]]",149
ENSMUSG00000039518,17,"[[35552128, 35556258]]",6
ENSMUSG00000039601,17,"[[43801351, 44037130]]",1253
ENSMUSG00000039615,17,"[[25830888, 25833404]]",3
ENSMUSG00000039628,17,"[[24753003, 24758573]]",6
ENSMUSG00000039656,17,"[[34031812, 34037528]]",8
ENSMUSG00000039770,17,"[[72836453, 72848801]]",75
ENSMUSG00000040048,17,"[[24722120, 24724478]]",11
ENSMUSG00000040097,17,"[[23753844, 23771602]]",66
ENSMUSG00000040140,17,"[[43615848, 43630299]]",50
ENSMUSG00000040260,17,"[[49458529, 49564343]]",357
ENSMUSG00000040276,17,"[[27655509, 27708644]]",202
ENSMUSG00000040312,17,"[[35517100, 35530831]]",44
ENSMUSG00000040327,17,"[[46500711, 46546388]]",159
ENSMUSG00000040356,17,"[[34839408, 34850210]]",23
ENSMUSG00000040482,17,"[[34837019, 34839134]]",2
ENSMUSG00000040490,17,"[[48932379, 49097214]]",576
ENSMUSG00000040505,17,"[[84658491, 84683011]]",91
ENSMUSG00000040658,17,"[[46496711, 46499052]]",7
ENSMUSG00000040680,17,"[[23741764, 23745833]]",8
ENSMUSG00000040688,17,"[[24700676, 24707660]]",14
ENSMUSG00000040694,17,"[[48422965, 48432930]]",38
ENSMUSG00000040771,17,"[[48410014, 48416783]]",43
ENSMUSG00000040828,17,"[[56628151, 56664352]]",138
ENSMUSG00000040852,17,"[[84511895, 84619806]]",649
ENSMUSG00000040888,17,"[[24694283, 24696156]]",2
ENSMUSG00000040899,17,"[[8236043, 8257065]]",83
ENSMUSG00000040966,17,"[[12584132, 12628101]]",202
ENSMUSG00000041057,17,"[[71616215, 71657658]]",292
ENSMUSG00000041062,17,"[[25736042, 25748077]]",43
ENSMUSG00000041119,17,"[[31386210, 31473256]]",267
ENSMUSG00000041130,17,"[[24669687, 24681459]]",18
ENSMUSG00000041168,17,"[[56614387, 56626887]]",22
ENSMUSG00000041199,17,"[[25727670, 25730775]]",6
ENSMUSG00000041293,17,"[[43270329, 43323915]]",244
ENSMUSG00000041319,17,"[[23668809, 23673882]]",11
ENSMUSG00000041354,17,"[[33929582, 33937273]]",17
ENSMUSG00000041429,17,"[[24632682, 24638728]]",9
ENSMUSG00000041538,17,"[[34238903, 34248593]]",36
